name,lei,title,cusip,isin,ticker,other_identifier,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,maturityDt,couponKind,annualizedRt,isDefault,areIntrstPmntsInArrs,isPaidKind,isCashCollateral,isNonCashCollateral,isLoanByFund
American Residential 1/25 TLB,N/A,American Residential 1/25 TLB,02927HAH1,,,LX258161,400000,PA,USD,400500,0.08708579079,Long,LON,CORP,US,N,2,2032-02-02,Floating,7.5296484,N,N,N,N,N,N
Anchorage Capital CLO LTD,549300ZNOS7Q8W8H3S38,ANCHC 2021-19A F,03328KAE4,US03328KAE47,ANCHC,,1000000,PA,USD,839847.5,0.182618685844,Long,ABS-CBDO,CORP,KY,Y,2,2034-10-15,Floating,11.76770879,N,N,N,N,N,N
AkzoNobel Specialty Chemical 10/24 Incremental TLB,N/A,AkzoNobel Specialty Chemical 10/24 Incremental TLB,N8232NAM9,,,LX248298,599576.58,PA,USD,601902.94,0.130879384541,Long,LON,CORP,NL,N,2,2028-04-03,Floating,7.55025839,N,N,N,N,N,N
Blackhawk Network 1/25 Cov-Lite TLB,N/A,Blackhawk Network 1/25 Cov-Lite TLB,09238FAM3,,,LX258205,2293439.81,PA,USD,2304196.04,0.501030547513,Long,LON,CORP,US,N,2,2029-03-12,Floating,8.3268108,N,N,N,N,N,N
Amex GBT 1/25 Cov-Lite TLB,N/A,Amex GBT 1/25 Cov-Lite TLB,36154HAC4,,,LX258422,1684841.25,PA,USD,1686357.61,0.366686107421,Long,LON,CORP,US,N,2,2031-07-28,Floating,6.7826196,N,N,N,N,N,N
Clear Channel 3/24 TLB,N/A,Clear Channel 3/24 TLB,18452RAF2,,,LX227627,1250000,PA,USD,1237050,0.268987459418,Long,LON,CORP,US,N,2,2028-08-21,Floating,8.4412908,N,N,N,N,N,N
CIFC Funding Ltd,N/A,CIFC 2019-5A SUB,12555GAC2,US12555GAC24,CIFC,,1000000,PA,USD,517200,0.112461350803,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
FERTITTA ENTERTAINMENT,N/A,FERTITTA ENT LLC FRTITA 6 3/4 01/15/30,31556TAC3,US31556TAC36,FRTITA,,328000,PA,USD,302139.99,0.065698127237,Long,DBT,CORP,US,Y,2,2030-01-15,Fixed,6.75,N,N,N,N,N,N
Garda World 1/25 Cov-Lite TLB,N/A,Garda World 1/25 Cov-Lite TLB,C4000KAG9,,,LX258261,1419984.03,PA,USD,1420765.02,0.308934944554,Long,LON,CORP,CA,N,2,2029-02-01,Floating,7.31440079,N,N,N,N,N,N
OverDrive/RBmedia 12/23 Cov-Lite TL,N/A,OverDrive/RBmedia 12/23 Cov-Lite TL,37610GAG3,,,LX219701,1071105.54,PA,USD,1076236.14,0.234019663742,Long,LON,CORP,US,N,2,2028-12-15,Floating,8.57680919,N,N,N,N,N,N
Neuberger Berman CLO Ltd,549300VBBLOSKH8XQ869,NEUB 2016-21A SUB,64130YAE4,US64130YAE41,NEUB,,4425109,PA,USD,2941325.7,0.639569724235,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Jostens/Champ Acquisition 11/24 TLB,N/A,Jostens/Champ Acquisition 11/24 TLB,15807EAH5,,,LX251441,847599.16,PA,USD,851481.16,0.185148339979,Long,LON,CORP,US,N,2,2031-11-25,Floating,8.1660312,N,N,N,N,N,N
Mavenir November II Initial Term Loans,N/A,Mavenir November II Initial Term Loans,N/A,,,LX255338,54323.01,PA,USD,,,Long,LON,CORP,US,N,2,2025-09-02,Floating,14.3236908,Y,N,N,N,N,N
Cotiviti 2/25 Incremental Cov-Lite TL,N/A,Cotiviti 2/25 Incremental Cov-Lite TL,22164MAF4,,,LX259025,850958.85,PA,USD,845997.76,0.183956014822,Long,LON,CORP,US,N,2,2032-03-26,Floating,7.0742196,N,N,N,N,N,N
Invenergy 4/25 TLB,N/A,Invenergy 4/25 TLB,N/A,,,LX262693,232005.76,PA,USD,233397.79,0.050750639477,Long,LON,CORP,US,N,2,2032-05-14,Floating,,N,N,N,N,N,N
GFL Environmental Services 2/25 TLB,N/A,GFL Environmental Services 2/25 TLB,36257SAB8,,,LX258430,686032.13,PA,USD,685462.72,0.149048846513,Long,LON,CORP,CA,N,2,2032-03-03,Floating,6.8237496,N,N,N,N,N,N
DISCOVERY PURCHASER CORP,2549001LSO1ZBIPA5D65,DISCOVERY PURCHASER CORPORATION TL 1L,25471NAC0,US25471NAC02,BAYENV,LX206612,542638.79,PA,USD,541450.41,0.11773442479,Long,LON,CORP,US,N,2,2029-10-04,Floating,8.02238039,N,N,N,N,N,N
Anchorage Capital CLO LTD,N/A,ANCHC 2019-13A SUB,03329CAC5,US03329CAC55,ANCHC,,7000000,PA,USD,3442810,0.748613811212,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Hamilton Projects 5/24 TLB,N/A,Hamilton Projects 5/24 TLB,40444KAB1,,,LX233244,970887.88,PA,USD,973722.87,0.211728904231,Long,LON,CORP,US,N,2,2031-05-30,Floating,7.32681,N,N,N,N,N,N
MAJORDRIVE HOLDINGS IV L,25490044R1FR5N8FIT62,MAJORDRIVE HOLDI CLUCAR 6 3/8 06/01/29,56085RAA8,US56085RAA86,CLUCAR,,545000,PA,USD,431166.12,0.093753913913,Long,DBT,CORP,US,Y,2,2029-06-01,Fixed,6.375,N,N,N,N,N,N
CIFC Funding Ltd,54930089HD7KU5NUS092,CIFC 2021-7A SUB,12567KAC9,US12567KAC99,CIFC,,1000000,PA,USD,603400,0.13120490927,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Hilton Hotels 11/23 Cov-Lite,N/A,Hilton Hotels 11/23 Cov-Lite,03167DAQ7,,,LX219030,2935138.53,PA,USD,2980398.37,0.648065790066,Long,LON,CORP,US,N,2,2028-05-04,Floating,9.8268084,N,N,N,N,N,N
MAJORDRIVE HOLDINGS IV L,25490044R1FR5N8FIT62,"MAJORDRIVE HOLDINGS IV, LLC TLB",56085UAB9,US56085UAB98,CLUCAR,LX194777,246436.56,PA,USD,241303.29,0.052469632534,Long,LON,CORP,US,N,2,2028-06-01,Floating,8.5572216,N,N,N,N,N,N
SEAWORLD PARKS & ENTERTA,549300UZV72O3371JJ53,SEAWORLD PARKS SEAS 5 1/4 08/15/29,81282UAG7,US81282UAG76,PRKS,,600000,PA,USD,587518.85,0.127751669554,Long,DBT,CORP,US,Y,2,2029-08-15,Fixed,5.25,N,N,N,N,N,N
Arcis 1/25 Cov-Lite TLB,N/A,Arcis 1/25 Cov-Lite TLB,03958MAF4,,,LX258163,258119.68,PA,USD,258119.68,0.056126233336,Long,LON,CORP,US,N,2,2028-11-24,Floating,7.0768116,N,N,N,N,N,N
Cedar Fair 4/24 TLB,N/A,Cedar Fair 4/24 TLB,15018LAN1,,,LX229704,146409.78,PA,USD,146409.78,0.031835734009,Long,LON,CORP,US,N,2,2031-05-01,Floating,6.32680919,N,N,N,N,N,N
Pregis 5/25 TL,N/A,Pregis 5/25 TL,N/A,,,LX263493,219605.33,PA,USD,220044.54,0.047847073096,Long,LON,CORP,US,N,2,2029-02-01,Floating,8.3268108,N,N,N,N,N,N
Regatta XII Funding Ltd.,2549001ZYXDVCT6R4I31,REG12 2019-1A ERR,75888LAQ5,US75888LAQ59,REG12,,1500000,PA,USD,1513951.35,0.329197629295,Long,ABS-CBDO,CORP,KY,Y,2,2037-10-15,Floating,11.1561012,N,N,N,N,N,N
RENT-A-CENTER INC,529900QUHE15UQNCCJ63,"Rent-A-Center, Inc.",76009WAW0,US76009WAW01,UPBD,LX198205,824301.6,PA,USD,826362.35,0.179686438774,Long,LON,CORP,US,N,2,2028-02-17,Floating,7.0296516,N,N,N,N,N,N
Ply Gem/Pisces Midco/Cornerstone Bldg Cov-Lite TLB,N/A,Ply Gem/Pisces Midco/Cornerstone Bldg Cov-Lite TLB,72431HAE0,,,LX231333,297940.05,PA,USD,251759.34,0.054743224001,Long,LON,CORP,US,N,2,2031-05-15,Floating,8.8117596,N,N,N,N,N,N
"Niagara Park CLO, Ltd.",N/A,NIAPK 2019-1A SUB,65357KAC1,US65357KAC18,NIAPK,,2648000,PA,USD,1565179.84,0.340336889127,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Hertz 11/23 Incremental TLB,N/A,Hertz 11/23 Incremental TLB,42804VBD2,,,LX219614,24944.38,PA,USD,20547.93,0.004467996836,Long,LON,CORP,US,N,2,2028-06-30,Floating,8.03261879,N,N,N,N,N,N
Signia Aerospace 11/24 TL,N/A,Signia Aerospace 11/24 TL,82670NAB2,,,LX252733,2984439.13,PA,USD,2995630.78,0.651377966022,Long,LON,CORP,US,N,2,2031-12-11,Floating,7.30025999,N,N,N,N,N,N
Hunterstown 10/24 TLB,N/A,Hunterstown 10/24 TLB,44579UAB8,,,LX250344,493212.36,PA,USD,492147.02,0.107013763849,Long,LON,CORP,US,N,2,2031-11-06,Floating,7.81984079,N,N,N,N,N,N
Kaman/Ruby/Arxis 1/25 Delayed TL,N/A,Kaman/Ruby/Arxis 1/25 Delayed TL,48354VAN2,,,LX258139,231086.5,PA,USD,230726.01,0.050169680491,Long,LON,CORP,US,N,2,2032-02-26,Floating,,N,N,N,N,N,N
Berkeley Research/BRG 3/25 Cov-Lite TLB,N/A,Berkeley Research/BRG 3/25 Cov-Lite TLB,N/A,,,LX259705,686521.15,PA,USD,688422.81,0.149692496396,Long,LON,CORP,US,N,2,2032-05-01,Floating,7.5456108,N,N,N,N,N,N
ARES CLO Ltd,N/A,ARES 2017-44A DR,04016NAZ6,US04016NAZ69,ARES,,1000000,PA,USD,1002665.7,0.218022310568,Long,ABS-CBDO,CORP,KY,Y,2,2034-04-15,Floating,11.3877108,N,N,N,N,N,N
OCP CLO Ltd,N/A,OCP 2024-38A SUB,67120JAC6,US67120JAC62,OCP,,5000000,PA,USD,4198500,0.912933065251,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
M6 Midstream 3/25 TLB,N/A,M6 Midstream 3/25 TLB,55285DAG6,,,LX260463,251132.28,PA,USD,252028.82,0.054801820453,Long,LON,CORP,US,N,2,2032-04-01,Floating,7.32681,N,N,N,N,N,N
BANGL T/L,N/A,BANGL T/L,05989UAC1,,,LX213882,1530262.65,PA,USD,1534088.31,0.333576263716,Long,LON,CORP,US,N,2,2029-02-01,Floating,8.78788079,N,N,N,N,N,N
Regatta 34 Funding Ltd.,N/A,REG34 2025-3A E,75904CAA0,US75904CAA09,REG34,,2000000,PA,USD,2000001.4,0.434885651687,Long,ABS-CBDO,CORP,KY,Y,2,2038-07-20,Floating,10.79417879,N,N,N,N,N,N
Sharp 10/24 Cov-Lite TLB,N/A,Sharp 10/24 Cov-Lite TLB,81989LAF5,,,LX249736,736500.95,PA,USD,737421.58,0.16034691995,Long,LON,CORP,US,N,2,2028-12-31,Floating,7.5456108,N,N,N,N,N,N
Icebox Holdco III Inc (DiversiTech Holdings) TL B,N/A,Icebox Holdco III Inc (DiversiTech Holdings) TL B,45114NAB3,,,LX201177,1054829.88,PA,USD,1057139.96,0.229867339307,Long,LON,CORP,US,N,2,2028-12-22,Floating,8.0572212,N,N,N,N,N,N
Regatta XXII Funding Ltd.,N/A,REG22 2022-2A ER,758969AE9,US758969AE97,REG22,,1350000,PA,USD,1356091.47,0.294872154928,Long,ABS-CBDO,CORP,KY,Y,2,2035-07-20,Floating,10.4194692,N,N,N,N,N,N
OCP CLO Ltd,N/A,OCP 2024-36A SUB,67119VAC2,US67119VAC28,OCP,,4000000,PA,USD,3306800,0.719039433172,Long,ABS-O,CORP,JE,Y,2,,,,,,,N,N,N
Prolamina 3/24 Cov-Lite TL,N/A,Prolamina 3/24 Cov-Lite TL,74274NAL7,,,LX228683,651139.5,PA,USD,652604.56,0.141904080351,Long,LON,CORP,US,N,2,2028-09-15,Floating,8.28297,N,N,N,N,N,N
Ryan 11/23 TL,N/A,Ryan 11/23 TL,78350LAZ8,,,LX219001,3679600.47,PA,USD,3683059.29,0.800854259169,Long,LON,CORP,US,N,2,2030-11-14,Floating,7.8268104,N,N,N,N,N,N
Trucordia Insurance 6/25 TLB,N/A,Trucordia Insurance 6/25 TLB,N/A,,,LX264602,785613.44,PA,USD,786595.46,0.17103941989,Long,LON,CORP,US,N,2,2032-06-17,Floating,7.5637008,N,N,N,N,N,N
South Field Energy 2/25 TLB,N/A,South Field Energy 2/25 TLB,83783XAD8,,,LX259396,1337323.04,PA,USD,1342338,0.29188156364,Long,LON,CORP,US,N,2,2031-08-29,Floating,7.5456108,N,N,N,N,N,N
Oak Hill Credit,549300EX32IF3NZCVL73,OAKC 2016-13A SUB,67090VAB7,US67090VAB71,OAKC,,1600000,PA,USD,1072320,0.23316812779,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Intrawest/Alterra 11/24 (2030) Cov-Lite TLB,N/A,Intrawest/Alterra 11/24 (2030) Cov-Lite TLB,46124CAR8,,,LX250895,392497.01,PA,USD,393234.9,0.085506048022,Long,LON,CORP,US,N,2,2030-05-31,Floating,7.32681,N,N,N,N,N,N
Generate CLO Ltd.,N/A,GNRT 2024-14A SUB,37149TAC4,US37149TAC45,GNRT,,8000000,PA,USD,4744000,1.031548043718,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Grant Thornton 12/24 Cov-Lite TLB,N/A,Grant Thornton 12/24 Cov-Lite TLB,38821UAD2,,,LX255999,2462599.11,PA,USD,2458289.56,0.534537054492,Long,LON,CORP,US,N,2,2031-06-02,Floating,7.0768116,N,N,N,N,N,N
"Thompson Park CLO, LTD",N/A,TPRK 2021-1A SUB,884886AC6,US884886AC69,TPRK,,4000000,PA,USD,2761440,0.600454896679,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
United Talent 6/25 Cov-Lite TLB,N/A,United Talent 6/25 Cov-Lite TLB,91301QAN7,,,LX264154,1410976.38,PA,USD,1412740.1,0.307189984493,Long,LON,CORP,US,N,2,2032-06-10,Floating,7.81126919,N,N,N,N,N,N
Project Alpha (Qlik) 11/24 Cov-Lite TLB,N/A,Project Alpha (Qlik) 11/24 Cov-Lite TLB,74339DAN8,,,LX252974,1149601.98,PA,USD,1154556.76,0.251049908756,Long,LON,CORP,US,N,2,2030-10-26,Floating,7.5456108,N,N,N,N,N,N
Rosen Group 2/24 TLB,N/A,Rosen Group 2/24 TLB,91728NAB5,,,LX227237,2012390.36,PA,USD,2016415.14,0.438454699197,Long,LON,CORP,US,N,2,2031-03-26,Floating,7.0456104,N,N,N,N,N,N
TEGRA118 WEALTH SOLUTION,N/A,"FISERV INVESTMENT SOLUTIONS, INC. TLB",33774UAC2,US33774UAC27,FISV,LX185429,425194.4,PA,USD,419169.4,0.091145315041,Long,LON,CORP,US,N,2,2027-02-18,Floating,8.32191839,N,N,N,N,N,N
Hobbs & Associates/Air Control Concepts 7/24 TLB,N/A,Hobbs & Associates/Air Control Concepts 7/24 TLB,43385CAB4,,,LX237856,678606.1,PA,USD,677547.47,0.14732773339,Long,LON,CORP,US,N,2,2031-07-23,Floating,7.0768116,N,N,N,N,N,N
Dryden Senior Loan Fund,5493002P75UIPU4MC757,DRSLF 2016-43A SUB,26245BAA3,US26245BAA35,DRSLF,,3000000,PA,USD,890730,0.193682712685,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
DTZ/Cushman 1/25 Cov-Lite TLB1,N/A,DTZ/Cushman 1/25 Cov-Lite TLB1,23340DAV4,,,LX257797,30233.68,PA,USD,30340.71,0.006597365102,Long,LON,CORP,US,N,2,2030-01-31,Floating,7.0768116,N,N,N,N,N,N
ARES CLO Ltd,N/A,ARES 2020-58A SUB,04018CAC9,US04018CAC91,ARES,,12425000,PA,USD,7103372.5,1.544576308216,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Pacific Bells 12/24 Cov-Lite TLB,N/A,Pacific Bells 12/24 Cov-Lite TLB,69403HAN0,,,LX256333,354136.76,PA,USD,354579.43,0.077100699274,Long,LON,CORP,US,N,2,2028-11-13,Floating,8.5572216,N,N,N,N,N,N
DG INVESTMENT INTERMEDI,N/A,Convergint Technologies LLC TL,23344MAC2,US23344MAC29,CONGNT,LX193314,1749601.92,PA,USD,1747834.82,0.38005387633,Long,LON,CORP,US,N,2,2028-03-31,Floating,7.94129039,N,N,N,N,N,N
HERENS HOLDCO SARL,2221002FZ55AMAUX4G64,HERENS HOLDCO S LNZING 4 3/4 05/15/28,427169AA5,US427169AA59,LNZING,,444000,PA,USD,396343.62,0.08618201641,Long,DBT,CORP,LU,Y,2,2028-05-15,Fixed,4.75,N,N,N,N,N,N
AMR/AAdvantage 2/25 TLB,N/A,AMR/AAdvantage 2/25 TLB,02376CBS3,,,LX259608,538911.31,PA,USD,534783.25,0.116284699694,Long,LON,CORP,US,N,2,2028-04-20,Floating,6.52237919,N,N,N,N,N,N
Anchorage Capital CLO LTD,5493008M7D1YIDOH2C69,ANCHC 2020-16A SUB,03330XAC6,US03330XAC65,ANCHC,,3305720,PA,USD,1589224.89,0.345565309086,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Restoration Hardware/RH 5/22 Cov-Lite TLB2,N/A,Restoration Hardware/RH 5/22 Cov-Lite TLB2,76133MAC5,,,LX204424,748076.92,PA,USD,727908.77,0.15827842911,Long,LON,CORP,US,N,2,2028-10-20,Floating,7.6768092,N,N,N,N,N,N
Benefit Street Partners CLO Lt,254900WANE6M5S0NC534,BSP 2022-27A SUB,08182QAE5,US08182QAE52,BSP,,2250000,PA,USD,2466157.5,0.536247880401,Long,ABS-O,CORP,JE,Y,2,,,,,,,N,N,N
GoldenTree Loan Management US,549300KUSTD1I13BZ897,GLM 2022-12A ER,38138YAG5,US38138YAG52,GLM,,1200000,PA,USD,1200658.32,0.261074355221,Long,ABS-CBDO,CORP,JE,Y,2,2037-07-20,Floating,9.9723816,N,N,N,N,N,N
Palmer Square CLO Ltd,N/A,PLMRS 2024-2A SUB,69703MAC0,US69703MAC01,PLMRS,,4000000,PA,USD,3428640,0.745532648527,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Citrin Cooperman 3/25 Cov-Lite Delayed TL,N/A,Citrin Cooperman 3/25 Cov-Lite Delayed TL,17737EAD5,,,LX259599,44111.65,PA,USD,44037.98,0.009575736112,Long,LON,CORP,US,N,2,2032-04-01,Floating,,N,N,N,N,N,N
Planet US Buyer/Wood Mackenzie 1/24 Cov-Lite TLB,N/A,Planet US Buyer/Wood Mackenzie 1/24 Cov-Lite TLB,72706RAB2,,,LX225622,342968.71,PA,USD,344169.1,0.074837049286,Long,LON,CORP,US,N,2,2031-02-07,Floating,7.32983039,N,N,N,N,N,N
Madison Park Funding Ltd,N/A,MDPK 2022-60A ER,557911AE4,US557911AE43,MDPK,,1250000,PA,USD,1250343.63,0.271878061868,Long,ABS-CBDO,CORP,KY,Y,2,2037-10-25,Floating,10.7817696,N,N,N,N,N,N
OHA Credit Partners Ltd,549300OYGEU6QQMCEG78,OAKC 2015-11A SUB,67109HAE1,US67109HAE18,OAKC,,4003000,PA,USD,2193363.79,0.476930886749,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Eisner Advisory/EisnerAmper 2/24 Cov-Lite TLB,N/A,Eisner Advisory/EisnerAmper 2/24 Cov-Lite TLB,28259HAG6,,,LX227025,1103765.19,PA,USD,1107904.31,0.240905675296,Long,LON,CORP,US,N,2,2031-02-28,Floating,8.3268108,N,N,N,N,N,N
Anchorage Capital CLO LTD,549300L8BI45FDIJHO17,ANCHC 2018-1RA SUB,03329BAC7,US03329BAC72,ANCHC,,4150000,PA,USD,30110.33,0.006547270659,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Varsity Brands 1/25 TLB,N/A,Varsity Brands 1/25 TLB,92227QAF3,,,LX258428,2322473.27,PA,USD,2320290.15,0.504530093822,Long,LON,CORP,US,N,2,2031-08-26,Floating,7.8298308,N,N,N,N,N,N
Paradigm Outcomes 10/24 TLB,N/A,Paradigm Outcomes 10/24 TLB,69002CAD8,,,LX249686,838678.73,PA,USD,842696,0.1832380713,Long,LON,CORP,US,N,2,2031-05-06,Floating,8.0768088,N,N,N,N,N,N
INEOS US FINANCE LLC,5493008MHJ4R367SNK31,"Ineos US Finance LLC, TLB",G4768PAN1,XAG4768PAN15,INEGRP,LX210892,868723.57,PA,USD,831186.02,0.180735310475,Long,LON,CORP,US,N,2,2030-02-18,Floating,7.5768084,N,N,N,N,N,N
CIFC Funding Ltd,254900S2BZHNDNVF2L25,CIFC 2017-3A SUB,12548KAC3,US12548KAC36,CIFC,,1400000,PA,USD,447524,0.097310815075,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Madison Park Funding Ltd,N/A,MDPK 2023-63A ER,55821JAG4,US55821JAG40,MDPK,,1250000,PA,USD,1262844.75,0.274596338824,Long,ABS-CBDO,CORP,KY,Y,2,2038-07-21,Floating,10.3162608,N,N,N,N,N,N
RR Ltd,549300RJ4N2AJDFNE876,RRAM 2021-19A SUB,74983BAC5,US74983BAC54,RRAM,,7858000,PA,USD,6814221.86,1.481702619971,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Benefit Street Partners CLO Lt,N/A,BSP 2021-25A SUB,08187AAC9,US08187AAC99,BSP,,5250000,PA,USD,4266150,0.927643062122,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
HERENS US HOLDCO CORP,549300Y0CIXN5D40L888,"LONZA GROUP AG, TLB",L4780EAC8,XAL4780EAC83,LNZING,LX194448,1387365.71,PA,USD,1261878.48,0.274386230492,Long,LON,CORP,US,N,2,2028-07-03,Floating,8.32061159,N,N,N,N,N,N
Anchorage Capital CLO LTD,549300H5Q0HJ2EHSSX26,ANCHC 2020-15A ER2,03329GAJ1,US03329GAJ13,ANCHC,,2000000,PA,USD,2000000,0.434885347267,Long,ABS-CBDO,CORP,KY,Y,2,2038-07-20,Floating,10.2610008,N,N,N,N,N,N
RealPage 12/24 Incremental TL,N/A,RealPage 12/24 Incremental TL,75605VAH5,,,LX255779,1027299.87,PA,USD,1027299.87,0.223378830356,Long,LON,CORP,US,N,2,2028-04-24,Floating,8.04561119,N,N,N,N,N,N
MAJORDRIVE HOLDINGS IV L,25490044R1FR5N8FIT62,"Majordrive Holdings IV, LLC TLB 1L",56085UAC7,US56085UAC71,CLUCAR,LX205231,288544.94,PA,USD,283495.4,0.061643997738,Long,LON,CORP,US,N,2,2029-06-01,Floating,9.94560839,N,N,N,N,N,N
Regatta 33 Funding Ltd.,N/A,REG33 2025-2A E,75890CAA6,US75890CAA62,REG33,,770000,PA,USD,792947.23,0.172420565741,Long,ABS-CBDO,CORP,KY,Y,2,2038-07-25,Floating,10.9456092,N,N,N,N,N,N
Hanger Orthopedic 10/24 Delayed TL,N/A,Hanger Orthopedic 10/24 Delayed TL,41043BAJ7,,,LX248918,100950.68,PA,USD,101047.59,0.021972058133,Long,LON,CORP,US,N,2,2031-10-23,Floating,4.1476392,N,N,N,N,N,N
Lasership 11/24 Third Out TLE,N/A,Lasership 11/24 Third Out TLE,51809EAQ8,,,LX254118,465411.65,PA,USD,134192.14,0.029179097702,Long,LON,CORP,US,N,2,2029-08-10,Floating,13.0572216,N,N,N,N,N,N
ThyssenKrupp Elevator 3/25 (USD) TLB,N/A,ThyssenKrupp Elevator 3/25 (USD) TLB,D9000BAJ1,,,LX259605,2356743.79,PA,USD,2361834.36,0.513563577918,Long,LON,CORP,US,N,2,2030-04-30,Floating,7.2368208,N,N,N,N,N,N
Oaktree CLO Ltd,N/A,OAKCL 2019-3A ER2,67400GAG4,US67400GAG47,OAKCL,,750000,PA,USD,758373.53,0.164902767976,Long,ABS-CBDO,CORP,KY,Y,2,2038-01-20,Floating,11.01947039,N,N,N,N,N,N
Symphony CLO Ltd,5493005CJY0RF4FJJP54,SYMP 2019-21A ER,87167CAW9,US87167CAW91,SYMP,,1000000,PA,USD,976497.6,0.21233224894,Long,ABS-CBDO,CORP,KY,Y,2,2032-07-15,Floating,11.11771079,N,N,N,N,N,N
Cable & Wireless 1/25 B7 Cov-Lite TLB,N/A,Cable & Wireless 1/25 B7 Cov-Lite TLB,G7739PAN0,,,LX258131,1753616.69,PA,USD,1732240.1,0.376662918719,Long,LON,CORP,US,N,2,2032-02-02,Floating,7.50610079,N,N,N,N,N,N
CCRR Parent/Trustaff 3/21 Cov-Lite TLB,N/A,CCRR Parent/Trustaff 3/21 Cov-Lite TLB,12510MAB5,,,LX192894,1123337.07,PA,USD,443718.14,0.096483258701,Long,LON,CORP,US,N,2,2028-03-06,Floating,8.6971716,N,N,N,N,N,N
Chamberlain/Chariot Buyer 11/21 Cov-Lite TL,N/A,Chamberlain/Chariot Buyer 11/21 Cov-Lite TL,15963CAC0,,,LX199295,1282852.5,PA,USD,1284161.01,0.27923140339,Long,LON,CORP,US,N,2,2028-11-03,Floating,7.6768092,N,N,N,N,N,N
PUG/Viagogo/StubHub 3/24 Extended TLB,N/A,PUG/Viagogo/StubHub 3/24 Extended TLB,74530DAH8,,,LX227850,1145773.17,PA,USD,1109486.53,0.241249717443,Long,LON,CORP,US,N,2,2030-03-15,Floating,9.0768096,N,N,N,N,N,N
Ankura 12/24 Cov-Lite TLB,N/A,Ankura 12/24 Cov-Lite TLB,03539PAJ7,,,LX256253,1611705.29,PA,USD,1608884.81,0.349840214655,Long,LON,CORP,US,N,2,2031-12-29,Floating,7.8019812,N,N,N,N,N,N
Neuberger Berman CLO Ltd,549300JRWXK6DFJD7D06,NEUB 2022-47A E,64134TAA9,US64134TAA97,NEUB,,1000000,PA,USD,1000999.2,0.217659942353,Long,ABS-CBDO,CORP,KY,Y,2,2035-04-14,Floating,10.4917104,N,N,N,N,N,N
Madison Park Funding Ltd,N/A,MDPK 2018-29A SUB,55820EAE1,US55820EAE14,MDPK,,4330700,PA,USD,2049763.62,0.445706081849,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Benefit Street Partners CLO Lt,N/A,BSP 2021-23A SUB,08186XAC0,US08186XAC02,BSP,,5000000,PA,USD,3105450,0.675257350835,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Regatta XXIV Funding Ltd.,N/A,REG24 2021-5A SUB,75889TAC8,US75889TAC80,REG24,,5000000,PA,USD,2852650,0.620287842941,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
Foundation Building Materials 4/25 Cov-Lite TLB3,N/A,Foundation Building Materials 4/25 Cov-Lite TLB3,35039KAE6,,,LX262093,166666.67,PA,USD,164063.34,0.035674371294,Long,LON,CORP,US,N,2,2031-01-29,Floating,9.54761039,N,N,N,N,N,N
Madison Park Funding Ltd,N/A,MDPK 2019-37A SUB,55817FAC7,US55817FAC77,MDPK,,4648815,PA,USD,2335425.19,0.507821097385,Long,ABS-O,CORP,KY,Y,2,,,,,,,N,N,N
WEBER-STEPHEN PRODUCTS L,549300XU8TJBBGLK8V26,WEBER-STEPHEN PRODUCTS LLC TLB 1L,94767KAP6,US94767KAP66,WEBSTP,LX203027,132917.73,PA,USD,132286.37,0.028764701978,Long,LON,CORP,US,N,2,2027-10-30,Floating,8.67680999,N,N,N,N,N,N
Hertz 6/21 TLC,N/A,Hertz 6/21 TLC,N/A,,,LX195526,40935.67,PA,USD,33925.44,0.007376838377,Long,LON,CORP,US,N,2,2028-06-30,Floating,8.04125879,N,N,N,N,N,N
Oak Hill Credit,N/A,OAKC 2021-9A ER,67114DAE3,US67114DAE31,OAKC,,1000000,PA,USD,1009961.7,0.219608772315,Long,ABS-CBDO,CORP,KY,Y,2,2037-10-19,Floating,9.76947119,N,N,N,N,N,N
